"description","id","user_id","district_id","advertiser_type","params.furniture","params.price1","params.price2","params.builttype","params.m","params.rooms","params.rent","external_id","last_refresh","wolna"
"Wynajmę kawalerkę usytuowaną na osiedlu Kosmonautów w Poznaniu. Mieszkanie mieści się na drugim piętrze w dwunastopiętrowym wieżowcu. Wokół dużo zieleni, dobre usytuowanie i dobra komunikacja miejska autobusowa i tramwajowa. Łatwy i szybki dojazd do centrum. W pobliżu: centrum handlowe Plaza, hipermarket Tesco.

Układ pomieszczeń:
Metraż mieszkania to 27 mkw. Składa się ono z jednego pokoju z kuchnią, korytarza i łazienki.
Układ względem stron świata: zachód.
Do mieszkania przynależy piwnica o pow. 3 mkw.
Miejsca parkingowe naziemne dostępne dla wszystkich mieszkańców.

yposażenie:
Kuchnia wyposażona w meble i kuchenkę gazową z piekarnikiem, lodówkę oraz pralkę. Została ona częściowo otwarta na pokój, dzięki czemu jest do niej dostęp światła dziennego.
Łazienka z wanną w kafelkach.
Okna w pomieszczeniach plastikowe.
W przedpokoju szafa garderobiana i szafka na buty. W pokoju – kanapa-narożnik, szafa – meblościanka.

Czynsz: 1200 zł + rachunki (350 zł czynsz administracyjny, a w nim zaliczka za wodę i ogrzewanie plus dodatkowo prąd i gaz co 2 mc)

Kaucja 1200 zł

Zainteresowane osoby proszę o kontakt tel. 664131446",611662035,45285119,727,"private","yes","price",1200,"blok",27,"one",350,NA,2020-06-17 18:54:42,FALSE
"BARDZO ŁADNA KAWALERKA 28 M.KW Z BALKONEM W WYREMONTOWANEJ KAMIENICY UL.DĄBROWSKIEGO BLISKO RYNKU JEŻYCKIEGO 1350 !

BARDZO DOBRA LOKALIZACJA BLISKO CENTRUM , WYŻSZE UCZELNIE !

Oferuję na wynajem , bardzo ładną przestronną wyposażoną kawalerkę o pow. 28m.kw , znajdującą się na 1 piętrze w wyremontowanej kamienicy , przy ul.Dąbrowskiego. Mieszkanie składa się z pokoju z wyjściem na balkon , wyposażonej kuchni w formie aneksu w której znajduje się , lodówka , kuchenka , piekarnik oraz przedpokoju i łazienki.
Mieszkanie jest w pełni umeblowane . W łazience znajduje się prysznic, umywalka oraz pralka. Okna w mieszkaniu są nowe drewniane . Mieszkanie jest ciche okna wychodzą na zielone podwórko oraz ciepłe, ogrzewanie i woda jest miejska.

Czynsz administracyjny wynosi 380 zł.

Na zamykanym podwórku jest miejsce na rowery.

Mieszkanie wolne od 18.06.2020r.

Mieszkanie znajduje się w bardzo dobrej lokalizacji ,komunikacja miejska,tramwaje,autobusy,szkoła, przedszkole,liczne sklepy,blisko centrum .

Polecam i zapraszam na prezentację. Agent prowadzący :Ewa Skała Profit-Consulting

Oferta nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.",611669654,10369055,325,"business","yes","price",1350,"kamienica",28,"one",380,NA,2020-06-17 19:33:19,FALSE
"Szukasz klimatyzowanej kawalerki w sercu Poznania?
Marzysz o tym by za oknem było zielono?

Lokalizacja:
ulica Zwierzyniecka przy Rondzie Kaponiera;
centrum miasta; Stary Rynek; Bałtyk; dworzec PKP; targi MTP; centrum handlowe Avenida
komunikacja w każdą stronę miasta - tramwaje, autobusy przy Rondzie Kaponiera.

Mieszkanie znajduje się w ""baszcie”:
okna w półokręgu okalające pokój;
wygodne łóżko sypialniane;
stolik kawowy z krzesłami;
sofka
komfortowa łazienka z prysznicem.
w korytarzu duża szafa przesuwna z lustrami.
winda w dużym przeszklonym szybie.

Opłaty miesięczne:
- czynsz najmu 1550 zł
- opłaty administracyjne 400 zł
- prąd wg zużycia
- TV i Internet - pakiet do wyboru przez najemcę.

Mieszkając w centrum Poznania możesz mieć piękny widok za oknem.",611681787,25950905,325,"private","yes","price",1550,"apartamentowiec",32,"one",400,NA,2020-06-17 20:29:08,FALSE
"Kawalerka znajduje się na Os. Przyjaźni od strony ul. Księcia Mieszka I. 

Mieszkanie w pełni umeblowane: 
- w pokoju znajduje się kanapa dwuosobowa z funkcją spania, szafa PAX, stół z 4 krzesłami; 
- kuchnia z nowymi meblami, na wyposażeniu lodówka i kuchenka gazowa;
- łazienka z prysznicem i pralką.

Opłaty:
- wynajem 1300 zł;
- czynsz 300 zł;
- dodatkowo co miesiąc internet 36,90 (WTK) oraz prąd (ok. 120 zł przy 2 osobach) i gaz (30zł) co dwa miesiące;
- dodatkowo możliwość podpisania umowy na telewizję kablową na własny koszt;
- kaucja 1300 zł płatna przy podpisaniu umowy.

Okolica:
Na osiedlu znajduje się dużo sklepów (Biedronka, Kaufland, Netto), 10 min. pieszo do Galerii Pestka i Plaza. W okolicy znajduje się też przychodnia, żłobek, przedszkola i szkoła podstawowa. Doskonała komunikacja z centrum - 5 min. do przystanku PST, w pobliżu przystanki linii autobusowych 168, 171, 174, 182, 183 i wiele innych.

Mieszkanie wolne od zaraz.

Zapraszam do kontaktu w godzinach 9-21.",611685850,31527119,727,"private","yes","price",1300,"blok",26.5,"one",300,NA,2020-06-17 20:42:29,FALSE
"Polecam do wynajęcia poddaszową  kawalerkę  znajdującą się w kamienicy przy ulicy Klaudyny Potockiej w Poznaniu.
Kawalerka o powierzchni 26m2 znajduje się na czwartym piętrze kamienicy. 

W skład mieszkania wchodzi pokój z aneksem kuchennym oraz łazienka. Aneks kuchenny umeblowany. W łazience kabina prysznicowa, wc kompakt oraz umywalka z lustrem. Pokój nie jest i nie będzie umeblowany.
Ogrzewanie jest gazowe.

Czynsz najmu 700zł

Dodatkowe opłaty to wyłącznie media:
- 4,50zł/m2 opłata stała za centralne ogrzewanie.
- 11,29zł/m3 - woda wg licznika,
- 14zł/osobę - wywóz śmieci,
- energia elektryczna wg licznika.

Łączne koszty przy jednej osobie wynoszą: czynsz najmu (700zł) + 134,65zł media stałe, woda wg licznika + energia elektryczna wg licznika

Warunkiem wynajmu jest wpłata zwrotnej kaucji w wysokości dwumiesięcznego czynszu najmu oraz jednorazowa opłata za pośrednictwo i opłatę administracyjną w kwocie 786,90zł brutto.

Kontakt tylko telefoniczny! Nie odpowiadam na sms!",611691943,40942119,703,"business","yes","price",700,"kamienica",26,"one",134.65,NA,2020-06-17 21:09:48,FALSE
"Do wynajęcia przytulne mieszkanie 35m 2 na I piętrze w Małej Kamienicy w spokojnej okolicy, przy ul. Jarochowskiego,  blisko supermarket, przystanek tramwajowy, cześciowo umelowane, oddzielnia kuchnia, łazienka z prysznicem, 
- ogrzewanie centralne wliczone w cene wynajmu, 
- dodatkowo do czynszu należy dodać koszty: wody, prądu, gazu - rozliczenie wg liczników.",611712636,10522761,703,"private","yes","price",1180,"kamienica",35,"one",150,NA,2020-06-17 23:06:13,FALSE
"Polecam do wynajęcia kawalerkę na osiedlu Bolesława Śmiałego w Poznaniu.

Mieszkanie znajduje się w bardzo dogodnej lokalizacji. Szybki dojazd do centrum miasta tramwajem PST lub autobusem. Spokojne osiedle. Pod blokiem miejsca postojowe oraz sklep Biedronka. W bliskiej odległości sklep TESCO oraz dalej Centra Handlowe PLAZA, PESTKA. W okolicy są szkoły, przedszkola, żłobek, banki, pływalnia Atlantis. W pobliżu tereny zielone rezerwat Żurawiniec. W odległości ok 2,5 km kampus Uniwersytetu Adama Mickiewicza na Morasku.

Mieszkanie jest bardzo ciepłe i słoneczne, w pełni umeblowane.
Atutem jest oddzielna kuchnia z oknem.

Czynsz najmu to 1350 zł + opłaty administracyjne ok. 450 + prąd co 2 m–ce. Polecam szczególnie dla par. Wymagana kaucja w wysokości 1-miesięcznego czynszu. Wolne od zaraz.

Tel kontaktowy (użyj formularza kontaktowego) Maciej - Oferta prywatna",611715611,21117567,709,"private","yes","price",1350,"blok",32,"one",NA,60624056,2020-06-17 23:29:01,FALSE
"BEZPIECZNA TRANSAKCJA - TYLKO Z LICENCJONOWANYM POŚREDNIKIEM!

Polecam do wynajęcia ładną, przestronną kawalerkę położoną na 1 piętrze, w niskim bloku z cegły, o powierzchni 36,5 m2, przy ul. Janickiego na Jeżycach. Pokój niezależny o pow 25 m2 (bez mebli), kuchnia jasna, umeblowana, łazienka z wanną w nowych płytkach.
Mieszkanie po generalnym remoncie, nowe okna PCV od strony południowo-wschodniej, na podłodze w pokoju panele, nowe meble i sprzęt AGD w kuchni (kuchenka gazowa, lodówka, zmywarka, pralka). Ogrzewanie centralne miejskie. Woda ciepła z junkersa (nowy).
Dobra lokalizacja, blisko do komunikacji tramwajowej i autobusowej.
Cena wynajmu 1100,- zł + czynsz do administracji 385,- zł + prąd + gaz.
Kaucja 1500,- zł
Wolne od 1 sierpnia 2020r.

Zamieszczone ogłoszenie ma charakter informacyjny i nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.",611741552,14087681,327,"business","no","price",1100,"blok",36.5,"one",385,NA,2020-06-18 09:22:47,FALSE
"samodzielne mieszkanie w domu jednorodzinnym. osobne wejście. jeden pokój, kuchnia, łazienka. razem ok 35m2. do dyspozycji miejsce dla samochodu. łatwa komunikacja z centrum. do kampusu uniwersyteckiego ok 3km. idealne rozwiązanie dla 1 lub 2 osób. lokalizacja cicha i spokojna - w obrębie (vis a vis) os. Lubczykowa Góra, do ul nadwarciańskiej 2km. do opłat należy jedynie doliczyć zużycia mediów wg osobnych liczników.",611743410,5237189,709,"private","yes","arranged",1250,"wolnostojacy",35,"one",1,NA,2020-06-18 09:35:41,FALSE
"Wynajmę kawalerkę  przy ul. Słowackiego 24 w Poznaniu.

Koszt wynajmu mieszkania 900 zł oraz opłaty 100-150 zł ( cena do końca sierpnia). Od września cena 1300 zł plus opłaty.

Mamy dla Ciebie przestronną i w pełni umeblowaną kawalerkę o powierzchni 20 mkw, na która składa się: kuchnia wyposażona w lodówkę, czajnik, sztućce, talerze, etc., łazienkę z  prysznicem oraz pralką, przestronny pokój dzienny z kanapą z funkcją łóżka i meble.

W budynku znajdują się liczne sklepy oraz usługi, m.in. Żabka i Jeżyk.

W bliskiej odległości znajdują się przystanek tramwajowy.",611747876,33348575,325,"private","yes","price",900,"kamienica",20,"one",900,NA,2020-06-18 10:01:52,FALSE
"Do wynajęcia nowa kawalerka o powierzchni 26m2 - adres Poznań ul. Zofii Nałkowskiej.
Mieszkanie znajduje się na parterze i posiada pokój oraz łazienkę. Do mieszkania przynależy ogródek.
Wokół budynku jest wiele bezpłatnych miejsc postojowych. Mieszkanie ukończone w kwietniu 2019 r. i przez rok wynajmowane. Do wynajęcia od 1 sierpnia 2020 r.

Lokalizacja:
Poznań/Ogrody ul.Zofii Nałkowskiej 800m na UAM (ok 10 min pieszo), Ogród Botaniczny (ok 10 min pieszo), Rusałka (ok 5 min pieszo), VII LO (ok 5 min pieszo).

Mieszkanie zostało wyposażone w wysokim standardzie w następujące rzeczy:
Meble kuchenne w zabudowie, piekarnik elektryczny, zmywarka, płyta grzewcza ceramiczna elektryczna, lodówka i okap. W łazience pralka, w pokoju szafa przesuwna 2,5 metrowa, kanapa, stół i krzesła.
Okna PCV trzyszybowe o wydajniejszym współczynniku termicznym i akustycznym. Zostanie zamontowany  płot do ogródka.

Koszty:
Najem 1350zł brutto + opłaty administracyjne spółdzielni tj. woda zimna i ciepła, wywóz śmieci, utrzymanie czystości, konserwacja i remonty, centralne ogrzewanie itp. Łączne to około 260zł brutto + osobno prąd według wskazań licznika zużycia.

Umowa najmu sporządzana będzie na okres minimum 1 roku i sukcesywnie przedłużana.
Wymagana jest także płatna z góry kaucja w wysokości 1 miesięcznego najmu.
 
Wszelki kontakt bezpośrednio z właścicielem nieruchomości - Tomasz",611752644,21117567,707,"private","yes","price",1350,"blok",26,"one",NA,58163384,2020-06-18 10:26:43,FALSE
"English version below / <U+0420><U+0443><U+0441><U+0441><U+043A><U+0438><U+0439> <U+0432><U+043D><U+0438><U+0437><U+0443>

Umów się na spotkanie w lokalu lub obejrzyj mieszkanie podczas VIDEO-rozmowy!
Make an appointment or view the apartment during the VIDEO-conversation!
<U+041D><U+0430><U+0437><U+043D><U+0430><U+0447><U+044C><U+0442><U+0435> <U+0432><U+0441><U+0442><U+0440><U+0435><U+0447><U+0443> <U+043D><U+0430> <U+043C><U+0435><U+0441><U+0442><U+0435> <U+0438><U+043B><U+0438> <U+043E><U+0441><U+043C><U+043E><U+0442><U+0440><U+0438><U+0442><U+0435> <U+043A><U+0432><U+0430><U+0440><U+0442><U+0438><U+0440><U+0443> <U+0432><U+043E> <U+0432><U+0440><U+0435><U+043C><U+044F> <U+0412><U+0418><U+0414><U+0415><U+041E>-<U+0440><U+0430><U+0437><U+0433><U+043E><U+0432><U+043E><U+0440><U+0430>!

Koszt / cost / <U+0430><U+0440><U+0435><U+043D><U+0434><U+0430>:
1100 zł + 170 zł opłaty / bills / <U+043E><U+043F><U+043B><U+0430><U+0442><U+044B>
+ ok. 100 zł za kolejną osobę / for next person / <U+0437><U+0430> <U+043E><U+0447><U+0435><U+0440><U+0435><U+0434><U+043D><U+043E><U+0433><U+043E> <U+0447><U+0435><U+043B><U+043E><U+0432><U+0435><U+043A><U+0430>

Wymagana kaucja zwrotna oraz zakup Pakietu Najemcy z OC i Assistance.
Required deposit and buying the Tenant Package with OC insurance and Assistance.
<U+041E><U+0431><U+044F><U+0437><U+0430><U+0442><U+0435><U+043B><U+044C><U+043D><U+044B><U+0439> <U+0437><U+0430><U+043B><U+043E><U+0433> <U+0438> <U+043F><U+043E><U+043A><U+0443><U+043F><U+043A><U+0430> <U+043F><U+0430><U+043A><U+0435><U+0442><U+0430> <U+0410><U+0440><U+0435><U+043D><U+0434><U+0430><U+0442><U+043E><U+0440><U+0430> <U+0441><U+043E> <U+0441><U+0442><U+0440><U+0430><U+0445><U+043E><U+0432><U+0430><U+043D><U+0438><U+0435><U+043C> <U+0438> <U+043F><U+043E><U+043C><U+043E><U+0449><U+044C><U+044E> Assistance.

Bez prowizji / no commission / <U+0431><U+0435><U+0437> <U+043A><U+043E><U+043C><U+0438><U+0441><U+0441><U+0438><U+0438>

Do wynajęcia przytulna i nowocześnie urządzona kawalerka w sercu poznańskiej Wildy - na ulicy Madalińskiego. 

*Mieszkanie składa się z pokoju połączonego z kuchnią oraz łazienki. 
*Do mieszkania przynależy piwnica. *Idealne dla pary bądź singla. 
*Bardzo dobre połączenie komunikacyjne z centrum miasta oraz z poznańskimi uczelniami. 

* 

<U+041F><U+0440><U+0435><U+0434><U+043B><U+0430><U+0433><U+0430><U+0435><U+0442><U+0441><U+044F> <U+0432> <U+0430><U+0440><U+0435><U+043D><U+0434><U+0443> <U+0443><U+044E><U+0442><U+043D><U+0430><U+044F> <U+0438> <U+0441><U+043E><U+0432><U+0440><U+0435><U+043C><U+0435><U+043D><U+043D><U+043E> <U+043E><U+0444><U+043E><U+0440><U+043C><U+043B><U+0435><U+043D><U+043D><U+0430><U+044F> <U+043E><U+0434><U+043D><U+043E><U+043A><U+043E><U+043C><U+043D><U+0430><U+0442><U+043D><U+0430><U+044F> <U+043A><U+0432><U+0430><U+0440><U+0442><U+0438><U+0440><U+0430> <U+0432> <U+0441><U+0435><U+0440><U+0434><U+0446><U+0435> <U+0440><U+0430><U+0439><U+043E><U+043D><U+0430> Wilda – <U+043D><U+0430> <U+0443><U+043B>. Madalińskiego 5. <U+0416><U+0438><U+043B><U+044C><U+0435> <U+0441><U+043E><U+0441><U+0442><U+043E><U+0438><U+0442> <U+0438><U+0437> <U+043A><U+043E><U+043C><U+043D><U+0430><U+0442><U+044B> <U+0441><U+043E><U+0432><U+043C><U+0435><U+0449><U+0435><U+043D><U+043D><U+043E><U+0439> <U+0441> <U+043A><U+0443><U+0445><U+043D><U+0435><U+0439> <U+0438> <U+0432><U+0430><U+043D><U+043D><U+043E><U+0439>. <U+041A> <U+043A><U+0432><U+0430><U+0440><U+0442><U+0438><U+0440><U+0435> <U+043F><U+0440><U+0438><U+043D><U+0430><U+0434><U+043B><U+0435><U+0436><U+0438><U+0442> <U+043F><U+043E><U+0434><U+0432><U+0430><U+043B>. <U+0416><U+0438><U+043B><U+044C><U+0435> <U+043F><U+043E><U+0441><U+043B><U+0435> <U+043A><U+0430><U+043F><U+0440><U+0435><U+043C><U+043E><U+043D><U+0442><U+0430>, <U+043E><U+0444><U+043E><U+0440><U+043C><U+043B><U+0435><U+043D><U+043D><U+0430><U+044F> <U+0441><U+043E> <U+0432><U+043A><U+0443><U+0441><U+043E><U+043C>. <U+041E><U+0447><U+0435><U+043D><U+044C> <U+0445><U+043E><U+0440><U+043E><U+0448><U+0430><U+044F> <U+0442><U+0440><U+0430><U+043D><U+0441><U+043F><U+043E><U+0440><U+0442><U+043D><U+0430><U+044F> <U+0434><U+043E><U+0441><U+0442><U+0443><U+043F><U+043D><U+043E><U+0441><U+0442><U+044C>. <U+0418><U+0434><U+0435><U+0430><U+043B><U+044C><U+043D><U+043E><U+0435> <U+0434><U+043B><U+044F> <U+043F><U+0430><U+0440><U+044B> <U+0438><U+043B><U+0438> <U+0441><U+0438><U+043D><U+0433><U+043B><U+0430>. 

* 

For rent cosy and modern studio apartment in the heart of Poznan Wilda - Madalińskiego Street. 

*The apartment consists of a room with a kitchen and a bathroom. 
*The basement belongs to the apartment. 
*Perfect for a couple or a single. 
*Very good transport connection with the city centre and Poznań universities.

Umeblowanie/wyposażenie:	
*W pokoju znajduje się rozkładana kanapa, pojemna szafa, stół z krzesłami, regał i komoda. 
*W aneksie kuchennym lodówka, mikrofalówka oraz płyta indukcyjna. 
*Łazienka z prysznicem, pralką, WC oraz umywalką. 

* 

<U+041A><U+043E><U+043C><U+043D><U+0430><U+0442><U+0430>: <U+0440><U+0430><U+0441><U+043A><U+043B><U+0430><U+0434><U+043D><U+043E><U+0439> <U+0434><U+0438><U+0432><U+0430><U+043D>, <U+0432><U+043C><U+0435><U+0441><U+0442><U+0438><U+0442><U+0435><U+043B><U+044C><U+043D><U+044B><U+0439> <U+0448><U+043A><U+0430><U+0444>, <U+0441><U+0442><U+043E><U+043B> <U+0441><U+043E> <U+0441><U+0442><U+0443><U+043B><U+044C><U+044F><U+043C><U+0438>, <U+043A><U+043D><U+0438><U+0436><U+043D><U+044B><U+0439> <U+0448><U+043A><U+0430><U+0444>, <U+043A><U+043E><U+043C><U+043E><U+0434>. <U+041A><U+0443><U+0445><U+043D><U+044F>: <U+0445><U+043E><U+043B><U+043E><U+0434><U+0438><U+043B><U+044C><U+043D><U+0438><U+043A>, <U+043C><U+0438><U+043A><U+0440><U+043E><U+0432><U+043E><U+043B><U+043D><U+043E><U+0432><U+043A><U+0430>, <U+0438><U+043D><U+0434><U+0443><U+043A><U+0446><U+0438><U+043E><U+043D><U+043D><U+0430><U+044F> <U+043F><U+043B><U+0438><U+0442><U+0430>. <U+0412><U+0430><U+043D><U+043D><U+0430><U+044F>: <U+0434><U+0443><U+0448>, <U+0441><U+0442><U+0438><U+0440><U+0430><U+043B><U+044C><U+043D><U+0430><U+044F> <U+043C><U+0430><U+0448><U+0438><U+043D><U+0430>, <U+0442><U+0443><U+0430><U+043B><U+0435><U+0442>, <U+0443><U+043C><U+044B><U+0432><U+0430><U+043B><U+044C><U+043D><U+0438><U+043A>. 

* 

*The room has a sofa bed, a spacious wardrobe, a table and chairs, a bookcase and a chest of drawers. 
*In the kitchenette there is a fridge, microwave and induction hob. 
*Bathroom with shower, washing machine, toilet and washbasin.

Zwierzęta domowe: TAK

Dojazd: Autobusy nr - 71, 243, Tramwaje - 2, 3, 9, 10",611762387,45175103,331,"business","yes","price",1100,"kamienica",18,"one",170,NA,2020-06-18 11:16:27,FALSE
"PROMOCJA! ZA PIERWSZY MIESIĄC ZAPŁACISZ TYLKO POŁOWĘ!

Do wynajęcia nowoczesna, świeżo wyremontowana kawalerka w odrestaurowanej kamienicy na ulicy Prądzyńskiego 51 na poznańskiej wildzie. Teren dookoła kamienicy ogrodzony, miejsce parkingowe przy budynku tylko do dyspozycji najemców. Świetne mieszkanie, nowo urządzone. Wszystkie sprzęty oraz meble zupełnie nowe. W pokoju kanapa rozkładana, duża szafa, stół z krzesłami. 

Stałe koszty najmu 1400zł/1 os. 1500zł/2os. Cena obejmuj prąd, wodę, ogrzewanie.

Wymagana kaucja zwrotna i dodatkowe ubezpieczenie OC.",611766716,20707457,331,"private","yes","price",1150,"kamienica",20,"one",250,NA,2020-06-18 11:28:27,FALSE
"Wynajmę kawalerkę (30m2) przy ulicy Błażeja (Naramowice). Mieszkanie znajduje się na czwartym piętrze (w bloku są dwie windy). 
KUCHNIA – nowoczesna i w pełni wyposażona (lodówka, piekarnik, płyta ceramiczna, kuchenka mikrofalowa)
ŁAZIENKA – czysta i funkcjonalna, wyposażona dodatkowo w pralkę, szafkę stojącą oraz suszarkę na pranie
POKÓJ – umeblowany, duży i słoneczny
Niedaleko bloku znajdują się sklepy osiedlowe Żabka i Jagódka, a także Biedronka, Tesco (2 przystanki dalej), apteki, bank Santander, PKO,  przedszkole, plac zabaw,  lokale gastronomiczne. Dużym atutem okolicy jest znajdujący się niedaleko  Rezerwat Przyrody Żurawiniec, który zachęca do aktywności na świeżym powietrzu. Dojazd MPK: autobusy 167, 911, 144, 146, 248
Warunki i koszty najmu:
- czynsz najmu: 1 200 zł/ miesiąc
- czynsz administracyjny:  450,92 zł/ miesiąc (na dzień dzisiejszy)
- prąd co dwa miesiące (według zużycia)
- kaucja: 1 200 zł
- mieszkanie dostępne od zaraz

Polecam serdecznie! 

Kontakt pod nr telefonu: 665 158 551",611769178,22335961,761,"private","yes","price",1200,"blok",30,"one",450.92,NA,2020-06-18 11:35:58,FALSE
"English version below / <U+0420><U+0443><U+0441><U+0441><U+043A><U+0438><U+0439> <U+0432><U+043D><U+0438><U+0437><U+0443>

Umów się na spotkanie w lokalu lub obejrzyj mieszkanie podczas VIDEO-rozmowy!
Make an appointment or view the apartment during the VIDEO-conversation!
<U+041D><U+0430><U+0437><U+043D><U+0430><U+0447><U+044C><U+0442><U+0435> <U+0432><U+0441><U+0442><U+0440><U+0435><U+0447><U+0443> <U+043D><U+0430> <U+043C><U+0435><U+0441><U+0442><U+0435> <U+0438><U+043B><U+0438> <U+043E><U+0441><U+043C><U+043E><U+0442><U+0440><U+0438><U+0442><U+0435> <U+043A><U+0432><U+0430><U+0440><U+0442><U+0438><U+0440><U+0443> <U+0432><U+043E> <U+0432><U+0440><U+0435><U+043C><U+044F> <U+0412><U+0418><U+0414><U+0415><U+041E>-<U+0440><U+0430><U+0437><U+0433><U+043E><U+0432><U+043E><U+0440><U+0430>!

Koszt / cost / <U+0430><U+0440><U+0435><U+043D><U+0434><U+0430>:
1300 zł + 430 zł opłaty / bills / <U+043E><U+043F><U+043B><U+0430><U+0442><U+044B>
+ ok. 100 zł za kolejną osobę / for next person / <U+0437><U+0430> <U+043E><U+0447><U+0435><U+0440><U+0435><U+0434><U+043D><U+043E><U+0433><U+043E> <U+0447><U+0435><U+043B><U+043E><U+0432><U+0435><U+043A><U+0430>

Wymagana kaucja zwrotna oraz zakup Pakietu Najemcy z OC i Assistance.
Required deposit and buying the Tenant Package with OC insurance and Assistance.
<U+041E><U+0431><U+044F><U+0437><U+0430><U+0442><U+0435><U+043B><U+044C><U+043D><U+044B><U+0439> <U+0437><U+0430><U+043B><U+043E><U+0433> <U+0438> <U+043F><U+043E><U+043A><U+0443><U+043F><U+043A><U+0430> <U+043F><U+0430><U+043A><U+0435><U+0442><U+0430> <U+0410><U+0440><U+0435><U+043D><U+0434><U+0430><U+0442><U+043E><U+0440><U+0430> <U+0441><U+043E> <U+0441><U+0442><U+0440><U+0430><U+0445><U+043E><U+0432><U+0430><U+043D><U+0438><U+0435><U+043C> <U+0438> <U+043F><U+043E><U+043C><U+043E><U+0449><U+044C><U+044E> Assistance.

Bez prowizji / no commission / <U+0431><U+0435><U+0437> <U+043A><U+043E><U+043C><U+0438><U+0441><U+0441><U+0438><U+0438>

Do wynajęcia przytulna kawalerka na poznańskich Jeżycach. 

*Mieszkanie składa się z pokoju z aneksem kuchennym, łazienki, garderoby oraz korytarza. 
*Do mieszkania przynależy balkon oraz miejsce postojowe w hali podziemnej. 
*Atutem mieszkania jest lokalizacja - wokół bardzo rozbudowana sieć komunikacji miejskiej. 
*Mieszkanie znajduje się w nowym budownictwie. 
*Układ idealny dla pary bądź pojedynczej osoby. 

MIESZKANIE BĘDZIE DOSTĘPNE OD 1 LIPCA! 

* 

For rent cosy studio apartment in Poznan Jezyce. 
*The apartment consists of a room with a kitchenette, bathroom, dressing room and hallway. 
*The apartment includes a balcony and parking space in the underground hall. 
*The advantage of the apartment is its location - a very extensive public transport network around it. 
*The apartment is located in a new building. 
*The apartment is ideal for a pair or a single person. 

THE APARTMENT WILL BE AVAILABLE FROM 1ST JULY!

Umeblowanie/wyposażenie:	
*W pokoju znajduje się rozkładana kanapa, stolik, stół z krzesłami oraz komoda. 
*W aneksie kuchennym płyta elektryczna z piekarnikiem, zmywarka oraz lodówka. 
*Łazienka jest wyposażona w wannę, WC, umywalkę oraz pralkę. 
*Pojemna, niezależna garderoba. 

* 

*The room has a sofa bed, table, table, table with chairs and chest of drawers. 
*In the kitchenette there is an electric hob with an oven, a dishwasher and a fridge. 
*The bathroom is equipped with a bath, toilet, washbasin and washing machine. 
*Spacious, independent dressing room.

Zwierzęta domowe: TAK

Dojazd: Autobusy nr - 2, 17, 20 , Tramwaje - 64, 233, 239, 246",611788030,45175103,325,"business","yes","price",1300,"blok",34,"one",360,NA,2020-06-18 12:47:37,FALSE
"Mam do wynajęcia kawalerkę na Wildzie w okolicy ul.Rolnej. Dom jednorodzinny. 
Blisko przystanek tramwajowy, autobusowy, żabka, biedronka.
Kontakt telefoniczny, w razie gdybym nie odbierał  oddzwonię odpisze.  Wymagana kaucja, dodatkowe opłaty za media wg zużycia. Ogłoszenie widoczne=aktualne",611797219,1404999,331,"private","yes","price",1000,"wolnostojacy",20,"one",1,NA,2020-06-18 13:26:01,FALSE
