"","Description","Individual","District","RemoteId","ID","Price","Area","FlatDetails.RoomsNum","FlatDetails.Furnished","FlatDetails.Rent","FlatDetails.PriceIncludeRent","FlatDetails.Deposit","point","SellerInfo.ID","Title"
"959","Śliczne klimatyczne mieszkanko - kawalerka ok 27 m2 przy ul. Glogowskiej na Łazarzu. Nieruchomość jest NOWA i w pełni wyposażona. 
 WSZELKIE   OPŁATY - 250 zł  !!!
Gorąco polecam Marcin tel. 531727273","TRUE","462",NA,"60607591","1350","27","1","TRUE","250","FALSE","1600",202,"5434416","NOWA kawalerka przy ul. Glogowskiej na Łazarzu"
"960","Polecam dużą kawalerkę o powierzchni 38 m2, położoną na trzecim piętrze w częściowo zrewitalizowanej kamienicy, przy ul. Dolina (Wilda). Mieszkanie o funkcjonalnym rozkładzie, składa się z obszernego korytarza, obsługującego wejście do pokoju dziennego z balkonem, jasnej niezależnej kuchni i łazienki. Dzięki ukształtowaniu terenu, mieszkanie dobrze doświetlone z widokiem na panoramę Poznania.Mieszkanie odmalowane, w pełni umeblowane.Czynsz najmu wynosi 1330 zł/m-c plus opłata do administracji na poziomie 270 zł/m-c, obejmująca między innymi zaliczki na wodę zimną i ciepłą oraz centralne ogrzewanie. Wymagana kaucja.Regulamin najmu wyklucza możliwość posiadania zwierząt przez najemców. W mieszkaniu obowiązuje całkowity zakaz palenia.Oferta wyłączna FIESTA ZN w ramach zarządzania najmem  - zarzadzanienajmem.euZapraszam na prezentację.Ryszard HornTel. +48 504 680 204*Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów kodeksu cywilnego.*","FALSE","462","6636/1621/OMW","60608113","1330","38.16","1","FALSE","0","FALSE","0",201,"808245","Poznań ul. Dolina, przestronna kawalerka"
"961","POŁOŻENIE LOKALUPolecamy do wynajęcia świetną kawalerkę - duże studio, położone w pięcio-piętrowym, nowoczesnym budynku, wybudowanym przez firmę Ataner. Budynek przy ulicy Dąbrowskiego 75, zwany Pasażem Jeżyckim, na wysokości ulicy Wawrzyniaka, chroniony, z dużą ilością przeszkleń, schodami ruchomymi, dwoma windami oraz halą garażową i parkingiem wewnętrznym. Całodobowa ochrona budynku, całodobowy dostęp do lokali. Świetna lokalizacja, bliskość przystanku komunikacji miejskiej (tramwaje), banki, sklepy, punkty usługowe, Rynek Jeżycki.Budynek bardzo atrakcyjny, cichy, świetna lokalizacja w sercu Jeżyc.OPIS LOKALUMieszkanie o powierzchni ok. 37 m2. Lokal składa się z pokoju typu „open” oraz łazienki i małego aneksu kuchennego. Na podłodze ładna drewno. Ładna, obszerna łazienka w płytkach, z wanną asymetryczną. Okna od wschodniej strony. Duży balkon, wideodomofon.Dwie windy, w tym jedna panoramiczna. Całodobowa ochrona; korytarze w budynku całkowicie przeszklone, dach również. Całość bardzo atrakcyjna, nowoczesna.Możliwość parkowania samochodu na wewnętrznym parkingu – miejsca nie są przypisane do poszczególnych lokali. Dodatkowo istnieje możliwość wynajęcia miejsca postojowego w hali garażowej pod budynkiem.Mieszkanie wyposażone w: dwuosobowe łóżko, stół, dwa krzesła, regał, biurko wraz z krzesłem, osobna garderoba, aneksik kuchenny - minimalistyczny. Bardzo ładna, obszerna łazienka.DOSTĘPNOŚĆ i CENAMieszkanie wolne od ZARAZ. Klucze w biurze. Zapraszamy do prezentacji. Cena: 950 zł/mc + ok. 500 zł/mc opłata administracyjna (w tym opłata za wodę, ogrzewanie, wywóz śmieci i nieczystości, sprzątanie części wspólnych budynku, opłata za ochronę itp.) + opłata za prąd (płatna co dwa miesiące, zgodnie ze zużyciem), internet itd. Zapraszamy do prezentacji lokalu. Kaucja zwrotna płatna przy podpisaniu umowy najmu: 1450 zł.DANE KONTAKTOWEPrezentacja oferty: PARTNERZY NIERUCHOMOŚCI - Marcin Gołąbek 692 43 79 89, 61 843 43 57, Agnieszka Gruss 692 43 79 88, Pośrednik odpowiedzialny za realizację oferty: Agnieszka Gruss 692 43 79 88, 61 843 43 57, numer licencji zawodowej Polskiej Federacji Rynku Nieruchomości: 5680;Więcej ofert na oraz For information in English, please call: +48 692 43 79 89.BT Bezpieczna Transakcja z biurem Partnerzy to oszczędność czasu, bezpieczeństwo, kompleksowa obsługa, doradztwo w zakresie obrotu nieruchomościami, konsultacje treści zawieranych umów, weryfikacja stanu prawnego nieruchomości zarówno przy umowach sprzedaży, jak i najmu, profesjonalizm świadczonych usług.","FALSE","462",NA,"60608953","950","37","1","TRUE","500","FALSE","1450",201,"3712907","Jeżyce, Pasaż Jeżycki, Dąbrowskiego 75, kawalerka"
"962","NOWOŚĆ-  Kawalerka- mieszkanie 1 pokojowe w Centrum Poznania ul. Traugutta
Szukamy lokatorów dla dużej i słonecznej kawalerki czyli mieszkania 1 pokojowego. Przestronne pomieszczenia idealne dla 1 osoby lub pary. Całość gotowa do zamieszkania, część mebli i sprzętów zakupiona 03-2020!
Zobacz nowoczesną prezentacje tego mieszkania:


Wirtualna wizyta w mieszkaniu 360stopni (kliknij lub kopiuj)- 


Spacer online z mieszkania- Film You Tube - (kliknij lub kopiuj)-s://youtu.be/K_j4H-0rL9A


 Fotoprezentacja - więcej zdjęć na - (kliknij lub kopiuj)- s://.euro-dom.co/mieszkania-na-wynajem-1250zl-30m2-poznan-wilda-o5636939


POŁOŻENIEMieszkanie położone w bardzo atrakcyjnej okolicy z bogatą infrastrukturą handlowo-usługową. W pobliżu znajduję się znajdują się liczne sklepy i punkty usługowe
Blisko- 50m przystanek autobusowy i tramwajowy. 238, 243, 1, 5, 7, 8, 11, 14, 17MIESZKANIEMieszkanie ma powierzchnię 30m2 i składa się z 1 pokoju, osobnej kuchni z dużym oknem oraz łazienki wraz z WC. W bloku dla wygody mieszkańców znajduje sięsuszarnia- pomieszczenie wspólne.  Do wyłącznego korzystania przysługuje piwnica. WYPOSAŻENIEMieszkanie jest wyposażone we wszystkie sprzęty oraz meble widoczne na zdjęciach. W łazience do dyspozycji jest  prysznic oraz nowa pralka. W kuchni piekarnik, lodówka itp. 
KOSZTY MIESIĘCZNE:RABAT! Do końca sierpnia czynsz najmu 900 zł następnie 1250zł czynsz za wynajem+ ok. 330 zł czynsz administracyjny ( zimna i ciepła woda, ogrzewanie, śmieci itp.)+ prąd, gaz według liczników+ internet i TV kablowa dla chętnych KOSZTY JEDNORAZOWE:Kaucja zwrotna 1700złSzczegóły i więcej zdjęć na .euro-dom.co,KONTAKTmgr Anna Kubówtel. 574811590 EURO-dom.COBiuro Obrotu Nieruchomościamios. Rzeczypospolitej 1; 61-397 Poznańtel/fax (+48)61-639-33-61.euro-dom.coOferta nie spełnia oczekiwań? Sprawdź więcej ofert na .euro-dom.co lub wyślij nam zapytanie.Dla komfortu naszych klientów oferujemy usługi z zakresu:1.Profesjonalnego pośrednictwo w obrocie nieruchomościami- sprzedaż, zakup, wynajem, doradztwo; - mieszkań, domów, gruntów oraz lokali komercyjnych.2. Pośrednictwa kredytowego (bezpłatnie kilkanaście) oferujemy kredyty: hipoteczne, gotówkowe, konsolidacyjne, firmowe, leasing, i inne dopasowane do potrzeb klienta.3. Ubezpieczenia kilkanaście Towarzystw Ubezpieczonych w jednym miejscu, oferujemy ubezpieczenia: komunikacyjne, majątkowe, firmowe, turystyczne, na życie oraz najemców.Wszelkie dane dotyczące nieruchomości uzyskano na podstawie oświadczeń zamawiających. Powyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu przepisów art. 66§ 1. Kodeksu CywilnegoZdjęcia i opisy w tej ofercie objęte są ochroną praw autorskich majątkowych i osobistych, stanowią własność w świetle prawa autorskiego. Wykorzystywanie ich lub rozpowszechnianie bez pisemnej zgody autora, jest naruszeniem praw autorskich i pociąga za sobą odpowiedzialność prawną.
","FALSE","462","MW4589","60609005","900","30","1","TRUE","350","FALSE","1700",201,"3296088","Przestronna kawalerka, oddzielna kuchnia, WILDA"
"963","Przestronna kawalerka z widokiem na ul. św. Marcin z bliskim dostępem do punktów usługowych, krok od centrum miasta To idealne miejsce dla każdego kto lubi oszczędzać swój czas i chce mieć miejskie życie na wyciągnięcie ręki.Układ pomieszczeń:- pokój- kuchnia- łazienka- korytarzWyposażenie:Mieszkanie w pełni wyposażone. Pokój wyposażony w rozkładaną kanapę, szafę, komodę oraz stół z krzesłami. Kuchnia wyposażona w lodówkę z zamrażarką, płytę indukcyjną, meble kuchenne, stół z krzesłami, czajnik, pralkę. Łazienka wyposażona w kabinę prysznicową. Korytarz z szafą i schowkiem.Otoczenie:Mieszkanie znajduje się w samym centrum miasta, przy ul. św. Marcin 47. Przystanek tramwajowy 2 minuty pieszo, 5 minut do Starego Rynk, 3 minuty do sklepu spożywczego, księgarni, drukarni, apteki. 5 minut do Starego Browaru. W okolicy liczne restauracje (m.in. Body Chef, Zuppi, Ming Wok, Było nie było, Bar a Boo).Opłaty:– 1600 zł czynsz– 400 zł opłaty administracyjne (woda ciepła i zimna, ogrzewanie, wywóz nieczystości stałych, utrzymanie części wspólnych)– prądMieszkanie dostępne od zaraz. Zapraszam na prezentację.OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI Więcej ofert na ","FALSE","462","1722/989/OMW","60609604","1600","37.36","1","FALSE","400","FALSE","0",200,"263243","Przestronna kawalerka – Św. Marcin, Poznań"
"964","Polecam do wynajęcia jedyną w swoim rodzaju, kawalerkę na Ostrowie Tumskim tuż przy rzece. Kawalerka to samodzielne mieszkanie w jednym z szeregowców znajdujących się tuż obok rzeki. Mieszkanie ma około 30 mkw i jest w pełni umeblowane i wyposażone (standard hotelowy). Na życzenie mogą być też przygotowywane posiłki za dodatkową opłatą. Cena to tylko 1700zł/msc za całość. Oferta idealna dla pracowników firm. Zapraszam na prezentację","FALSE","462",NA,"60609795","1700","30","1","TRUE","0","FALSE","1700",200,"5156212","Atrakcyjna kawalerka nad Wartą"
"965","Polecam do wynajęcia bardzo ładną kawalerkę w Poznaniu na os. Kosmonautów.Mieszkanie o powierzchni 27 m2 znajduje się na 6 piętrze w wysokim bloku.Lokal składa się z pokoju, oddzielnej kuchni (prześwit na pokój, łazienki z WC, przedpokoju.Mieszkanie świeżo wyremontowane, umeblowane. W pokoju rozkładana kanapa, ława, dwa fotele, duża szafa w zabudowie, stół z krzesłami, telewizor.Kuchnia umeblowana i wyposażona w sprzęt AGD (lodówka, kuchenka gazowa z piekarnikiem, okap). W łazience pralka. Wolne od zaraz.Czynsz najmu 1.200 zł plus czynsz administracyjny ok 290 zł plus prąd, gaz._ _ _Agent prowadzący ROBERT PAWŁOWSKI tel. 784-810-226Powyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu przepisów prawa Kodeksu cywilnego. Oferta znajduje się pod opieką pośrednika z nr. licencji 16482.","FALSE","462",NA,"60609861","1200","27","1","TRUE","290","FALSE","0",200,"5211668","os. Kosmonautów, bardzo ładna kawalerka"
"966","BON TENGO poleca do wynajmu: ul. Głogowska przestronna kawalerka o pow. 37m2 położona na IV ptr. / 2 windy/. Mieszkanie po remoncie składa się z: przedpokoju, łazienki z wanną, pom. gospodarczego, pokoju dziennego dużym oknem balkonowym i aneksu kuchennego. Mieszkanie jest w całości umeblowane i wyposażone w sprzęty kuchenne i AGD / lodówka, pralka, mikrofalówka, odkurzacz/. W pokoju dziennym min. dwuosbowa sofa, szafa typu KOMANDOR, biurko. Położenie budynku przy ul. Głogowskiej charakteryzuje się bardzo dobrą komunikacją z innymi dzielnicami Poznania.
Pod budynkiem przystanek tramwajowy, w pobliżu dużo sklepów i punktów usługowych, blisko do dworca PKP. Atutem mieszkanie jest miejsce postojowe w hali garażowej /w cenie mieszkania/.

Cena wynajmu 1400zł + 400zł opłaty administracyjne. Dodatkowo opłaty za energię elektr. wg zużycia.

Kontakt: 507 126 818; 602 78 59 45

Powyższa inf. nie jest ofertą w rozumieniu przepisów KC.","FALSE","462",NA,"60610023","1400","37","1","TRUE","400","FALSE","0",200,"248382","Głogowska kawalerka 37m2 po remoncie, garaż, pom.g"
"967","Do wynajęcia klimatyczna kawalerka o powierzchni 34 mkw, znajdująca się na parterze w 4 piętrowym bloku&nbsp; przy ulicy Łanowej (Wilda) . Osobny, duży, ładnie doświetlony pok&oacute;j, kuchnia z częścią jadalnianą&nbsp; oraz łazienka z wanną.&nbsp;Każde pomieszczenie z oknem. Na wyposażeniu mieszkania wygodna dwuosobowa kanapa, fotel, duża szafa ubraniowa, kuchenka gazowa, lod&oacute;wka, pralka. Mieszkanie gotowe do wygodnego zamieszkania już od zaraz.Blisko przystanki MPK co gwarantuje szybki dojazd do Centrum, niedaleko sklepy i punkty usługowe.&nbsp;Do dyspozycji&nbsp; piwnica.Najemca może korzystać z miejsca postojowego na wewnętrznym parkingu (brama na pilota).Opłaty: czynsz&nbsp; dla wynajmującego 1300 zł + czynsz dla administracji 170 zł + rachunki za gaz i prąd wg. zużycia (rachunki co 2 miesiące) .Kaucja w dniu podpisania umowy 1800 zł.Dostępne od zaraz.Najem okazjonalny minimum 1 rok&nbsp;Zapraszam na prezentację&nbsp;&nbsp;","FALSE","462","WPP-MW-28","60611248","1300","34","1","FALSE","1400","FALSE","0",200,"7012890","Mieszkanie, 34 m², Poznań"
"968","Komfortowa, czysta, przestronna, jasna i ciepła kawalerka! Widna kuchnia i łazienka. Bardzo duży pokój. Zadbane i dobrze wyposażone mieszkanie.
Lokalizacja: nowsza plomba w rewitalizowanej części Śródki, tuż przy moście Biskupa Jordana prowadzącym do Katedry.
Nieopodal - Malta z trasami dla spacerowiczów, rowerzystów i łyżworolkarzy.
W pobliżu śródecki dworzec autobusowy i liczne linie tramwajowe.
Dwa przystanki do Starego Rynku.

Płatne za  1 miesiąc z góry.  
Wynajem legalny – odprowadzane składki do US.
Możliwość wystawiania faktury.
BEZ POŚREDNIKÓW.

Wolne od 1 lipca 2020.

Więcej informacji -  eliza.x.piotrowska[at]gmail[dot]com                 

Numer kontaktowy WYŁĄCZNIE W CELU OBEJRZENIA MIESZKANIA.","TRUE","462",NA,"60611711","1000","32","1","TRUE","500","FALSE","1500",200,"7463801","Wynajmę bezpośrednio KAWALERKĘ - POZNAŃ - ŚRÓDKA"
"969","Centrum miasta, ul. Krysiewicza 3 -  prestiżowy apartamentowiec, nowa inwestycja powstała na podstawie rekonstrukcji zabytkowej kamienicy `Żelazko`, to ikona poznańskiej architektury i jedna z najbardziej rozpoznawalnych kamienic w mieście oraz przylegający do niej nowo zaprojektowany, współczesny budynek- znakomita lokalizacja dla klientów poszukujących idealnego miejsca i najwyższego standardu.Polecam do wynajęcia luksusową kawalerkę, pachnącą nowością i czekającą na  pierwszego Najemcę. Mieszkanie jest bardzo jasne, wykończone z wielką dbałością o wszystkie szczegóły, łącznie z ładnym dużym balkonem (mieszczącym się od strony dziedzińca z widokiem na ul. Półwiejską), na którym panuje spokój i cisza. Całość wykończona w jasnej tonacji, co daje poczucie ciepła i elegancji.Apartament umeblowany i wyposażony, 25 metrów kwadratowych w pełnym luksusie. Salon z aneksem kuchennym oraz łazienka. Wszystko urządzone z niezwykłym smakiem, meble i wszelkie inne sprzęty najwyższej jakości. Klimatyzacja. Apartament na pierwszym piętrze (winda), reprezentacyjne wejście do budynku, schody i hole na piętrach o nowoczesnej architekturze.W pobliżu (kilka minut spacerem) Stary Browar, Stary Rynek, znakomite usytuowanie komunikacyjne w każdym kierunku.Mieszkanie jest już gotowe na przyjęcie pierwszego Najemcy.Koszty najmu:czynsz najmu - 2000 złotych, czynsz administracyjny 280 złotych, prąd raz na dwa miesiące według zużycia (odczytów licznika), kaucja w kwocie 2500 złotych plus prowizja dla biura.Polecam i zapraszam na prezentację.","FALSE","462","58700640","60612605","2000","25","1","FALSE","0","FALSE","0",200,"4086792","Centrum, luksusowa kawalerka, ul. Krysiewicza 3"
"970","BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM POŚREDNIKIEM !!!Polecam komfortową, kawalerkę w budynku z 2013r. w doskonałej lokalizacji w pobliżu PST-ki.Nieruchomość znajduje się na II piętrze i składa się z:- pokoju z wyjściem na duży balkon- aneksu kuchennego- łazienki z prysznicem i PRALKĄ.- przedpokoju Mieszkanie nowocześnie wykończone, w całości wyposażone w wysokiej jakości sprzęty i meble widoczne na zdjęciach. Budynek z 2013r. z windą. Wolne od 1 lipca 2020r.Miesięczny koszt najmu: 1500zł + 250 czynsz administracyjny (w tym ogrzewanie z cieplika miejskiego oraz woda ciepła i zimna) + prąd wg zużycia.Wymagana kaucja w wysokości jednokrotnego czynszu.Bardzo dogodna lokalizacja! W pobliżu wszelkiego rodzaju sklepy, przystanek tramwajowy, autobusowy, poczta, banki, uczelnie i wiele innych.Prezentacje prowadzi Martyna Wewiór, tel. 796 80 11 50Powyższy opis nie stanowi oferty w rozumieniu kodeksu cywilnego, a dane w nim zawarte mają charakter informacyjny i mogą ulec zmianie.","FALSE","462","23950140","60614114","1500","27.34","1","FALSE","0","FALSE","0",199,"3676099","Mieszkanie, 27,34 m², Poznań"
"971","WITAM SERDECZNIE!
Posiadam na wynajem przytulną kawalerkę 28m2, świeżo po remoncie, wszystko nowiusieńkie, udekorowane dodatkami, nic tylko się wprowadzać:) W genialnej lokalizacji - przy Starym Rynku na ulicy Za Bramką 13 z pięknym widokiem na Park Chopina.
ZAPRASZAM DO ZAPOZNANIA SIĘ ZE SZCZEGÓŁAMI PONIŻEJ:
KWOTA NAJMU: 1350 zł  (w cenie czynszu internet 50Mbit/s) 
CZYNSZ ADM: 350 zł - są to stałe opłaty administracyjne które zawierają (ogrzewanie, wywóz śmieci, fundusz remontowy itp.)  dodatkowo prąd  wg zużycia ok. 75zł/m-c  oraz woda według zużycia 12zł/m3   (średnio 1 osoba zużywa 2m3/m-c czyli ok 24zł/m-c)
KAUCJA: 1700 zł
WYPOSAŻENIE:
Salon: wygodna rozkładana sofa z pojemnikiem na pościel, półki i regały, pojemna szafa, stół jadalny, dwa krzesła,
Kuchnia: lodówko-zamrażarka, płyta indukcyjna, czajnik, zestaw garnków i patelni oraz podstawowych asortymentów kuchennych.
Łazienka: prysznic, pralka, toaleta, umywalka.
UMOWA: podpisywana na rok
Mieszkanie wolne od 1 lipca
SERDECZNIE ZAPRASZAM DO KONTAKTU!
Mikołaj 502 504 983","TRUE","462",NA,"60614314","1350","28","1","TRUE","350","FALSE","1700",199,"193443","Śliczna Klimatyczna Kawalerka w Centrum Poznania"
"972","Polecamy na wynajem klimatyczną, kompaktową kawalerkę położoną w centrum Poznania, na rogu ul. Wierzbowej i Mostowej, niespełna 10 minut spacerem od płyty rynku. Na prawie 30 metrową powierzchnię  składa się ustawny pokój dzienny, aneks kuchenny, korytarz oraz łazienka z WC.Bardzo dobra komunikacja we wszystkie strony Poznania samochodem lub tramwajem. W najbliższej okolicy pełna i rozbudowana infrastruktura handlowo-usługowa. Mieszkanie jasne, kuchnia w pełni wyposażona  (płyta elektryczna, piekarnik elektryczny, pralka), łazienka z prysznicem i pokój (narożnik z funkcja spania, szafa, komoda, regał, stół i krzesła). Uwaga do zdjęć:  zaprezentowane na zdjęciach (stolik, biurko i krzesła, telewizor) nie stanowią wyposażenia. Stolik kawowy oraz stół z krzesłami na życzenie najemecy zostanie zakupiony. Lokal wolny od 1go lipca. Czynsz najmu 1250 a opłaty administracyjne 369 + prąd co dwa miesiące. Całkowity miesięczny koszt przy jednej osobie wychodzi na poziomie 1700zł. Zapraszam na prezentację. ""Powyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu przepisów kodeksu cywilnego""","FALSE","462","1245/2652/OMW","60614677","1250","29","1","FALSE","369","FALSE","0",199,"493255","Kompaktowa kawalerka w sercu Poznania - Wierzbowa"
"973","Wynajmę w pełni wyposażoną kawalerkę. Mieszkanie znajduje się na ostatnim, czwartym piętrze budynku Atanera u zbiegu ulic Naramowickiej i Serbskiej.
Cena z czynszem 1750 zł. W cenę wliczony jest garaż. Kaucja 3000 zł.","TRUE","462",NA,"60614990","1350","35","1","TRUE","400","FALSE","3000",199,"3019352","Kawalerka z garażem"
"974","BEZ PROWIZJI - MIESZKANIE BLISKO STAREGO BROWARUDo wynajęcia bardzo ładna kawalerka z aneksem kuchennym przy ulicy Topolowej znajdująca się w Topolowa Apartament Park. Mieszkanie znajduje się w centrum miasta, w bezpośredniej bliskości Starego Browaru i parku.Położone na pierwszym piętrze (winda), idealne dla osób ceniących nowoczesność i komfort. Kuchnia w pełni umeblowana (brak lodówki). Pokój do własnej aranżacji.Łazienka wyposażona w wannę (brak pralki).Topolowa Apartament Park posiada całodobowy monitoring, a także ochronę, która dba o porządek i bezpieczeństwo najemców. Warunki umowy:- czynsz najmu 1.100,00 PLN - opłaty do wspólnoty 387,00 PLN (dla 1 os.)- prąd dodatkowo płatny- wymagane zaświadczenie o zarobkach- kaucja 2.200,00 PLNZainteresowanych proszę o kontakt:Natalia Łukaszewicz tel. 608 295 701e-mail: Przedstawione dane mają charakter informacyjny i nie stanowią oferty w rozumieniu przepisów Kodeksu Cywilnego.","FALSE","462",NA,"60615621","1100","28","1","FALSE","380","FALSE","2200",199,"528504","Topolowa - kawalerka - bez prowizji - wolne od zar"
"975","Polecam na sprzedaż ustawną kawalerkę usytuowaną na V piętrze w VI piętrowym apartamentowcu wybudowanym przez firmę ATANER przy ul. Piekary w SAMYM CENTRUM POZNANIA. Na powierzchnię 32m2 składają się:- ustawny pokój połączony z aneksem kuchennym- łazienka- przedpokójMieszkanie umeblowane, WOLNE OD ZARAZ!Kuchnia w zabudowie meblowej wyposażona w niezbędny sprzęt AGD. Łazienka w płytkach wraz z kabiną prysznicową i pralką.  Okna PCV. Mimo iż mieszkanie znajduje się w ścisłym centrum to jest bardzo ciche, ponieważ okna wychodzą na dziedziniec.W CENIE NAJMU MIEJSCE POSTOJOWE W PODZIEMNEJ HALI GARAŻOWEJ!Sam budynek został oddany do użytku w 2001r. Wybudowany przez firmę ATANER. Całodobowo chroniony i monitorowany. Wyposażony w 2 windy oraz podziemną halę garażową.Lokalizacja bezbłędna!! Samo centrum miasta. W sąsiedztwie szereg punktów handlowo-usługowych, placówek oświatowych. Idealne połączenie komunikacyjne, parę minut pieszo do przystanku tramwajowego. 200 m do Starego Browaru oraz Galerii MM. Nieco dalej znajduje się C.H. Avenida, Dworzec PKS i PKP. Budynek usytuowany w bliskim sąsiedztwie z Parkiem Gen. Jana oraz Parkiem Chopina.Najem: 1500złCzynsz: 370złKaucja: 1500złZapraszam na prezentację!Katarzyna517 912 990BON 5 AlejaAl. Wielkopolska 67/160-603 PoznańPowyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu przepisów KC.","FALSE","462","290830447","60616467","1500","32","1","FALSE","0","FALSE","0",199,"628389","Kawalerka, Piekary, Centrum, Ataner"
"976","Biuro Nieruchomości Abak poleca do wynajęcia przytulną kawalerkę na os. Armii Krajowej. Mieszkanie w niskim bloku, na 1 piętrze., balkon. Pokój z aneksem kuchennym, przedpokój i łazienka. Całość umeblowana. W pokoju kanapa, stół, krzesła, komoda, stolik. W przedpokoju szafa. Kuchnia wyposażona w meble, lodówkę podblatową, płytę grzewczą dwu palnikową. Łazienka w kaflach z kabiną prysznicową, na wyposażeniu pralka. Do objęcia od 1 sierpnia. Możliwość wcześniejszej prezentacji. Super lokalizacja. 5 min. na przystanek tramwajowy. Obok Selgros, pasaż handlowy z licznymi punktami usługowymi. Cena najmu 1150zł + 270zł opłaty administracyjne + prąd. Kaucja 1420zł Kontakt Patrycja Witkowska 501 317 440Właścicielem ogłoszenia wraz z jej elementami jest ABAK Krajowe Centrum Nieruchomości Sp. z o.o.. Wszelkie prawa zastrzeżone, kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych. Informacje zawarte na stronie internetowej nie stanowią oferty w rozumieniu Kodeksu Cywilnego a dane na niej zawarte mają jedynie charakter informacyjny i mogą ulec zmianie","FALSE","462","551352","60616469","1150","23","1","TRUE","0","FALSE","1420",199,"23432","Do najmu przytulna kawalerka os. Armii Krajowej"
"977","Wyremontowana kawalerka w super cenie!
 
Prezentuję ofertę wynajmu  mieszkania 1 pokojowego - kawalerka o powierzchni 15 m2  
w kamienicy  we wschodniej części  Poznaniu.
Cicha spokojna okolica , pełna infrastruktura ,dobra komunikacja z centrum Poznania , liczne punkty usługowe i handlowe (Lidl, apteka, bank, poczta, przychodnia, szkoła, przedszkole), tereny zielone - koryto Warty.
Mieszkanie zlokalizowane na 2 piętrze w 3-piętrowej kamienicy, z piwnicą i komórką lokatorską
Rozkład:
•         przedpokój z pojemną szafą, lustrem i szafka na buty
•          salon z aneksem kuchennym z pełnym wyposażeniem AGD – lodówka, zmywarka, okap, zlew, piekarnik, płyta grzewcza
•         łazienka -  prysznic , wc , zlew, pralka,
 
 Okna plastikowe, podłoga w pokojach  i przedpokoju - panele , w łazience- płytki .
Koszt najmu :
–    1000 zł / m-c
–    100 zł opłaty do wspólnoty
–    prąd wg zużycia co 2 miesiące
–    70 zł – internet światłowodowy INEA
–    kaucja 1300 zł
 
 
nr ogłoszenia w biurze: 20/EP/9
prowizja do biura – do uzgodnienia
 
Zapraszam do kontaktu!
 
 
 ","FALSE","462","20/EP/9","60618205","1000","15","1","TRUE","100","FALSE","1300",199,"31505","Wyremontowana kawalerka w super cenie!"
"978","Wynajmę przepiękny, 30 metrowy, zupełnie nowy apartament, w najlepszej lokalizacji w Poznaniu.

W zasięgu ręki: centrum, Wartostrada, uczelnie, plaża! ;-). 
Wszędzie blisko... i cicho... i spokojnie :-)
Na powierzchnię mieszkania składa się: korytarz z dużą zabudowaną szafą typu komandor, otwarty salon z kuchnią, łazienka, oraz dodatkowo duuuużżżyyy balkon (10 m2).
Pełne wyposażenie: sprzęt AGD (lodówka z zamrażalnikiem, zmywarka, płyta grzewcza, piekarnik, okap), pralka, duża rozkładana kanapa narożnikowa z funkcją spania 200x140, zabudowana szafa typu komandor, szafka RTV, szafka na buty, stolik, stół, krzesła. Całe wyposażenie jest nowe.
Kawalerka znajduje się przy ulicy Droga Dębińska, wejście do klatki od strony Warty. W bliskiej odległości od AWF (400 m), Politechnika Poznańska (1,6 km), Uniwersytet Ekonomiczny (1,8 km). Wartostrada vis a vis wejścia do budynku. Jednocześnie jest to miejsce doskonale skomunikowane z centrum miasta - do Starego Rynku: 1,4 km, Stary Browar: 900 m, najbliższa plaża miejska ""Wilda"": 700 m, KontenerArt: 1,5 km, Park Jana Pawła II: 1 km, City Zen: 170 m, Basen Chwiałkowskiego: 750 m, dworzec PKP: 2 km. Najbliższa Żabka - 200 m.
Miejsce postojowe w hali garażowej w bryle budynku - w cenie!
Mieszkanie wolne od zaraz.
Umowa w formie najmu okazjonalnego.
Koszty: czynsz najmu 1900 zł + czynsz administracyjny ok. 400 zł + rachunek za prąd co dwa miesiące. Kaucja 2000 zł. Faktury za media do wglądu.

Posiadam do wynajęcia jeszcze jedno mieszkanie o takim samym metrażu, na piętrze II, w takim samym standardzie i warunkach.","TRUE","462",NA,"60618408","1900","30","1","TRUE","400","FALSE","2000",199,"1798730","Kawalerka w wyjątkowej lokalizacji Vilda Park"
